"age","bmass","mu","sigma","nu"
20,137.9,262.349433288363,0.0990153218758706,1.56120322897898
20,138,262.483891148536,0.0990223062283693,1.56024954681199
20,138.1,262.618966758103,0.0990292910840624,1.55929655546878
20,138.2,262.75465206835,0.0990362764429555,1.55834425394927
20,138.3,262.890939016369,0.099043262305054,1.55739264125551
20,138.4,263.027819524857,0.0990502486703632,1.55644171639173
20,138.5,263.165285501923,0.0990572355388887,1.55549147836431
20,138.6,263.303328840896,0.0990642229106359,1.5545419261818
20,138.7,263.441941420135,0.09907121078561,1.55359305885486
20,138.8,263.581116075554,0.0990781991638474,1.55264487539633
20,138.9,263.720848790499,0.0990851880454843,1.55169737482116
20,139,263.861133585064,0.0990921774305953,1.55075055614642
20,139.1,264.001963735393,0.0990991673192314,1.54980441839132
20,139.2,264.143332504945,0.0991061577114441,1.54885896057718
20,139.3,264.285233144341,0.0991131486072844,1.54791418172741
20,139.4,264.427658891222,0.0991201400068037,1.54697008086754
20,139.5,264.570602970103,0.0991271319100531,1.54602665702521
20,139.6,264.714058592234,0.099134124317084,1.54508390923011
20,139.7,264.858018955457,0.0991411172279477,1.54414183651405
20,139.8,265.002477249985,0.0991481106426956,1.5432004379109
20,139.9,265.147426676034,0.0991551045613799,1.54225971245661
20,140,265.292860425992,0.0991620989840531,1.5413196591892
20,140.1,265.438771678373,0.0991690939107676,1.54038027714875
20,140.2,265.585153597692,0.0991760893415758,1.53944156537737
20,140.3,265.731999334328,0.0991830852765301,1.53850352291926
20,140.4,265.879302024405,0.0991900817156831,1.53756614882064
20,140.5,266.027054789661,0.0991970786590871,1.53662944212976
20,140.6,266.175250737327,0.0992040761067946,1.53569340189692
20,140.7,266.323882960003,0.0992110740588581,1.53475802717443
20,140.8,266.47294453554,0.0992180725153302,1.53382331701662
20,140.9,266.62242852692,0.0992250714762631,1.53288927047987
20,141,266.772327982141,0.0992320709417095,1.53195588662251
20,141.1,266.9226359341,0.0992390709117219,1.53102316450491
20,141.2,267.07334539977,0.0992460713863527,1.53009110318944
20,141.3,267.224449377938,0.0992530723656542,1.52915970174044
20,141.4,267.375940851239,0.0992600738496789,1.52822895922425
